Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),252
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,548006.35
Extraction Timestamp,20250727_155116
Monthly Income,"12,000.00"
Total Investment Amount,"997,882.59"
Total Investment Final Value,"2,349,864.27"
Total Investment Profit After Tax,"709,317.48"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"9,001.68"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"1,026,117.69"
Weighted Calculation Converged,Yes
