Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,550060.77
Extraction Timestamp,20250727_225039
Monthly Income,"12,000.00"
Total Investment Amount,"1,786,305.51"
Total Investment Final Value,"4,723,480.14"
Total Investment Profit After Tax,"1,581,026.28"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"7,379.77"
Weighted Cost (should be ~0),-0.43
Weighted Investment Profit,"813,694.06"
Weighted Calculation Converged,Yes
