Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),324
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,407266.56
Extraction Timestamp,20250727_171453
Monthly Income,"12,000.00"
Total Investment Amount,"1,939,065.53"
Total Investment Final Value,"6,052,300.50"
Total Investment Profit After Tax,"2,261,418.98"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"7,004.48"
Weighted Cost (should be ~0),-0.70
Weighted Investment Profit,"948,933.77"
Weighted Calculation Converged,Yes
