Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),156
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,180520.76
Extraction Timestamp,20250728_085011
Monthly Income,"12,000.00"
Total Investment Amount,"532,911.68"
Total Investment Final Value,"871,509.49"
Total Investment Profit After Tax,"165,469.66"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"7,370.29"
Weighted Cost (should be ~0),-0.67
Weighted Investment Profit,"339,087.66"
Weighted Calculation Converged,Yes
