Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),288
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,639711.99
Extraction Timestamp,20250727_180647
Monthly Income,"12,000.00"
Total Investment Amount,"1,136,195.53"
Total Investment Final Value,"3,216,547.59"
Total Investment Profit After Tax,"1,122,030.05"
Effective Annual Return After Tax,3.89%
Weighted Monthly Payment (30 years),"9,409.49"
Weighted Cost (should be ~0),0.14
Weighted Investment Profit,"1,319,804.61"
Weighted Calculation Converged,Yes
