Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,647145.53
Extraction Timestamp,20250729_003048
Monthly Income,"12,000.00"
Total Investment Amount,"2,015,476.54"
Total Investment Final Value,"7,901,752.18"
Total Investment Profit After Tax,"3,323,911.97"
Effective Annual Return After Tax,4.13%
Weighted Monthly Payment (30 years),"7,198.35"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"1,304,523.40"
Weighted Calculation Converged,Yes
