Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,381587.20
Extraction Timestamp,20250727_225950
Monthly Income,"12,000.00"
Total Investment Amount,"1,367,713.60"
Total Investment Final Value,"2,882,593.31"
Total Investment Profit After Tax,"782,750.44"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"6,891.43"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"512,286.91"
Weighted Calculation Converged,Yes
