Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,208319.58
Extraction Timestamp,20250727_154311
Monthly Income,"12,000.00"
Total Investment Amount,"76,497.22"
Total Investment Final Value,"106,871.10"
Total Investment Profit After Tax,"14,392.20"
Effective Annual Return After Tax,2.93%
Weighted Monthly Payment (30 years),"8,539.72"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"363,502.50"
Weighted Calculation Converged,Yes
