Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,299131.92
Extraction Timestamp,20250727_160534
Monthly Income,"12,000.00"
Total Investment Amount,"715,212.61"
Total Investment Final Value,"1,471,322.36"
Total Investment Profit After Tax,"384,853.79"
Effective Annual Return After Tax,3.78%
Weighted Monthly Payment (30 years),"8,358.78"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"732,787.39"
Weighted Calculation Converged,Yes
