Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),192
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,277474.16
Extraction Timestamp,20250727_160416
Monthly Income,"12,000.00"
Total Investment Amount,"624,267.92"
Total Investment Final Value,"1,229,969.50"
Total Investment Profit After Tax,"305,671.11"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"8,361.25"
Weighted Cost (should be ~0),0.92
Weighted Investment Profit,"679,733.00"
Weighted Calculation Converged,Yes
