Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,335683.32
Extraction Timestamp,20250727_195336
Monthly Income,"12,000.00"
Total Investment Amount,"9,698.51"
Total Investment Final Value,"10,271.50"
Total Investment Profit After Tax,252.11
Effective Annual Return After Tax,0.49%
Weighted Monthly Payment (30 years),"9,623.63"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"503,106.90"
Weighted Calculation Converged,Yes
