Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),312
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,524247.79
Extraction Timestamp,20250727_161200
Monthly Income,"12,000.00"
Total Investment Amount,"1,459,743.33"
Total Investment Final Value,"4,610,255.39"
Total Investment Profit After Tax,"1,726,496.16"
Effective Annual Return After Tax,3.99%
Weighted Monthly Payment (30 years),"8,492.54"
Weighted Cost (should be ~0),0.97
Weighted Investment Profit,"1,284,257.64"
Weighted Calculation Converged,Yes
