Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),168
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,364782.83
Extraction Timestamp,20250727_180323
Monthly Income,"12,000.00"
Total Investment Amount,"513,190.72"
Total Investment Final Value,"822,031.14"
Total Investment Profit After Tax,"151,156.25"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"8,297.67"
Weighted Cost (should be ~0),-0.91
Weighted Investment Profit,"502,808.37"
Weighted Calculation Converged,Yes
