Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,688210.37
Extraction Timestamp,20250727_184834
Monthly Income,"12,000.00"
Total Investment Amount,"1,449,622.87"
Total Investment Final Value,"3,627,098.88"
Total Investment Profit After Tax,"1,162,257.67"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"8,560.83"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"1,006,377.15"
Weighted Calculation Converged,Yes
