Parameter,Value
Loan Type,פריים
Interest Rate (%),3.5
Loan Term (months),168
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,246458.33
Extraction Timestamp,20250727_152057
Monthly Income,"12,000.00"
Total Investment Amount,"769,541.67"
Total Investment Final Value,"1,241,854.70"
Total Investment Profit After Tax,"231,277.18"
Effective Annual Return After Tax,3.00%
Weighted Monthly Payment (30 years),"6,759.46"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"246,458.05"
Weighted Calculation Converged,Yes
