Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),240
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,497449.06
Extraction Timestamp,20250727_190136
Monthly Income,"12,000.00"
Total Investment Amount,"1,125,519.12"
Total Investment Final Value,"2,389,320.92"
Total Investment Profit After Tax,"653,751.93"
Effective Annual Return After Tax,3.34%
Weighted Monthly Payment (30 years),"8,111.41"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"754,480.04"
Weighted Calculation Converged,Yes
