Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),168
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,439011.42
Extraction Timestamp,20250727_181922
Monthly Income,"12,000.00"
Total Investment Amount,"285,165.45"
Total Investment Final Value,"473,138.45"
Total Investment Profit After Tax,"92,526.49"
Effective Annual Return After Tax,3.18%
Weighted Monthly Payment (30 years),"9,576.98"
Weighted Cost (should be ~0),0.71
Weighted Investment Profit,"730,835.26"
Weighted Calculation Converged,Yes
