Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),216
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,440932.04
Extraction Timestamp,20250727_185930
Monthly Income,"12,000.00"
Total Investment Amount,"923,238.48"
Total Investment Final Value,"1,797,791.15"
Total Investment Profit After Tax,"444,840.01"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"8,101.90"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"668,760.93"
Weighted Calculation Converged,Yes
