Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),252
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,280633.63
Extraction Timestamp,20250727_191339
Monthly Income,"12,000.00"
Total Investment Amount,"1,211,845.63"
Total Investment Final Value,"2,977,445.58"
Total Investment Profit After Tax,"928,876.05"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"7,600.93"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"812,154.38"
Weighted Calculation Converged,Yes
