Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),168
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,249588.25
Extraction Timestamp,20250727_162154
Monthly Income,"12,000.00"
Total Investment Amount,"628,385.30"
Total Investment Final Value,"1,046,202.73"
Total Investment Profit After Tax,"205,469.23"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"7,473.12"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"387,614.82"
Weighted Calculation Converged,Yes
