Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),300
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,821002.71
Extraction Timestamp,20250728_092338
Monthly Income,"12,000.00"
Total Investment Amount,"1,388,856.41"
Total Investment Final Value,"3,629,496.12"
Total Investment Profit After Tax,"1,205,650.01"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"9,304.53"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"1,211,143.41"
Weighted Calculation Converged,Yes
