Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,294988.80
Extraction Timestamp,20250728_093850
Monthly Income,"12,000.00"
Total Investment Amount,"70,769.49"
Total Investment Final Value,"82,154.01"
Total Investment Profit After Tax,"5,149.86"
Effective Annual Return After Tax,1.29%
Weighted Monthly Payment (30 years),"8,861.70"
Weighted Cost (should be ~0),-0.11
Weighted Investment Profit,"391,385.88"
Weighted Calculation Converged,Yes
