Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,317452.10
Extraction Timestamp,20250727_181847
Monthly Income,"12,000.00"
Total Investment Amount,"526,019.01"
Total Investment Final Value,"958,311.14"
Total Investment Profit After Tax,"215,634.43"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"8,515.47"
Weighted Cost (should be ~0),-0.73
Weighted Investment Profit,"633,980.26"
Weighted Calculation Converged,Yes
