Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,678251.97
Extraction Timestamp,20250727_174120
Monthly Income,"12,000.00"
Total Investment Amount,"1,707,830.60"
Total Investment Final Value,"4,374,651.56"
Total Investment Profit After Tax,"1,431,221.29"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"7,970.44"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"892,169.61"
Weighted Calculation Converged,Yes
