Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,345799.11
Extraction Timestamp,20250727_173052
Monthly Income,"12,000.00"
Total Investment Amount,"464,897.25"
Total Investment Final Value,"856,485.99"
Total Investment Profit After Tax,"195,562.47"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"8,865.14"
Weighted Cost (should be ~0),-0.73
Weighted Investment Profit,"695,102.02"
Weighted Calculation Converged,Yes
