Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),132
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,129458.10
Extraction Timestamp,20250727_194502
Monthly Income,"12,000.00"
Total Investment Amount,"397,052.87"
Total Investment Final Value,"586,545.03"
Total Investment Profit After Tax,"90,710.50"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"6,999.57"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"186,947.32"
Weighted Calculation Converged,Yes
