Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),228
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,370257.41
Extraction Timestamp,20250727_232925
Monthly Income,"12,000.00"
Total Investment Amount,"898,230.33"
Total Investment Final Value,"1,992,333.68"
Total Investment Profit After Tax,"565,817.06"
Effective Annual Return After Tax,3.74%
Weighted Monthly Payment (30 years),"8,399.69"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"837,769.81"
Weighted Calculation Converged,Yes
