Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),108
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,141624.10
Extraction Timestamp,20250727_155953
Monthly Income,"12,000.00"
Total Investment Amount,"5,118.12"
Total Investment Final Value,"9,179.48"
Total Investment Profit After Tax,"1,969.22"
Effective Annual Return After Tax,5.83%
Weighted Monthly Payment (30 years),"8,702.17"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"346,938.52"
Weighted Calculation Converged,Yes
