Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),288
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,743854.10
Extraction Timestamp,20250727_180756
Monthly Income,"12,000.00"
Total Investment Amount,"1,340,992.08"
Total Investment Final Value,"3,371,613.04"
Total Investment Profit After Tax,"1,084,628.58"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"9,047.43"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"1,115,007.99"
Weighted Calculation Converged,Yes
