Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,299350.08
Extraction Timestamp,20250727_191440
Monthly Income,"12,000.00"
Total Investment Amount,"1,219,303.02"
Total Investment Final Value,"2,539,464.03"
Total Investment Profit After Tax,"678,718.02"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"6,911.70"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"516,696.34"
Weighted Calculation Converged,Yes
