Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),312
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,615473.64
Extraction Timestamp,20250727_153621
Monthly Income,"12,000.00"
Total Investment Amount,"1,719,063.64"
Total Investment Final Value,"4,876,995.51"
Total Investment Profit After Tax,"1,717,086.95"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"7,975.51"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"1,024,936.52"
Weighted Calculation Converged,Yes
