Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),156
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,245820.38
Extraction Timestamp,20250727_185315
Monthly Income,"12,000.00"
Total Investment Amount,"384,784.81"
Total Investment Final Value,"640,532.41"
Total Investment Profit After Tax,"125,246.23"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,284.62"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"487,214.46"
Weighted Calculation Converged,Yes
