Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),216
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,409062.11
Extraction Timestamp,20250727_185907
Monthly Income,"12,000.00"
Total Investment Amount,"716,991.48"
Total Investment Final Value,"1,528,743.53"
Total Investment Profit After Tax,"416,533.86"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"8,911.96"
Weighted Cost (should be ~0),-0.89
Weighted Investment Profit,"875,007.63"
Weighted Calculation Converged,Yes
