Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),192
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,473605.92
Extraction Timestamp,20250728_090208
Monthly Income,"12,000.00"
Total Investment Amount,"452,705.37"
Total Investment Final Value,"852,162.88"
Total Investment Profit After Tax,"200,940.28"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"9,524.42"
Weighted Cost (should be ~0),0.06
Weighted Investment Profit,"851,294.69"
Weighted Calculation Converged,Yes
