Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,711601.34
Extraction Timestamp,20250729_022658
Monthly Income,"12,000.00"
Total Investment Amount,"1,013,295.29"
Total Investment Final Value,"2,321,695.51"
Total Investment Profit After Tax,"681,335.94"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"8,323.48"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"866,704.53"
Weighted Calculation Converged,Yes
