Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),156
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,357747.59
Extraction Timestamp,20250729_031424
Monthly Income,"12,000.00"
Total Investment Amount,"371,391.47"
Total Investment Final Value,"564,383.61"
Total Investment Profit After Tax,"93,452.37"
Effective Annual Return After Tax,2.82%
Weighted Monthly Payment (30 years),"8,579.97"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"500,607.66"
Weighted Calculation Converged,Yes
