Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,515217.26
Extraction Timestamp,20250727_155020
Monthly Income,"12,000.00"
Total Investment Amount,"915,278.70"
Total Investment Final Value,"2,058,462.23"
Total Investment Profit After Tax,"594,789.27"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"8,959.24"
Weighted Cost (should be ~0),0.82
Weighted Investment Profit,"964,722.12"
Weighted Calculation Converged,Yes
