Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),132
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,237681.02
Extraction Timestamp,20250727_164001
Monthly Income,"12,000.00"
Total Investment Amount,"125,128.51"
Total Investment Final Value,"194,664.30"
Total Investment Profit After Tax,"33,512.65"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"8,803.65"
Weighted Cost (should be ~0),-0.42
Weighted Investment Profit,"458,871.07"
Weighted Calculation Converged,Yes
