Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1219067.31
Extraction Timestamp,20250729_052817
Monthly Income,"12,000.00"
Total Investment Amount,"1,141,438.97"
Total Investment Final Value,"5,575,384.21"
Total Investment Profit After Tax,"2,534,383.53"
Effective Annual Return After Tax,4.85%
Weighted Monthly Payment (30 years),"10,429.34"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"2,305,616.40"
Weighted Calculation Converged,Yes
