Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),324
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,602027.80
Extraction Timestamp,20250727_163256
Monthly Income,"12,000.00"
Total Investment Amount,"1,856,846.36"
Total Investment Final Value,"5,545,903.71"
Total Investment Profit After Tax,"2,021,885.54"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,743.69"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"1,031,153.54"
Weighted Calculation Converged,Yes
