Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),348
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,632139.89
Extraction Timestamp,20250727_182732
Monthly Income,"12,000.00"
Total Investment Amount,"2,000,515.09"
Total Investment Final Value,"6,699,815.24"
Total Investment Profit After Tax,"2,618,175.02"
Effective Annual Return After Tax,3.76%
Weighted Monthly Payment (30 years),"7,783.83"
Weighted Cost (should be ~0),0.16
Weighted Investment Profit,"1,175,485.07"
Weighted Calculation Converged,Yes
