Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),228
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,435418.30
Extraction Timestamp,20250727_193851
Monthly Income,"12,000.00"
Total Investment Amount,"1,083,234.80"
Total Investment Final Value,"2,202,834.35"
Total Investment Profit After Tax,"574,293.47"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"7,787.88"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"652,765.21"
Weighted Calculation Converged,Yes
