Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,222850.66
Extraction Timestamp,20250727_160453
Monthly Income,"12,000.00"
Total Investment Amount,"978,052.28"
Total Investment Final Value,"1,909,600.10"
Total Investment Profit After Tax,"471,884.44"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"7,001.72"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"469,947.90"
Weighted Calculation Converged,Yes
