Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),300
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,409696.25
Extraction Timestamp,20250727_155308
Monthly Income,"12,000.00"
Total Investment Amount,"1,699,894.28"
Total Investment Final Value,"4,809,793.49"
Total Investment Profit After Tax,"1,683,507.58"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"7,283.56"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"900,105.84"
Weighted Calculation Converged,Yes
