Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),300
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,368726.62
Extraction Timestamp,20250727_171153
Monthly Income,"12,000.00"
Total Investment Amount,"1,740,863.90"
Total Investment Final Value,"4,942,516.88"
Total Investment Profit After Tax,"1,733,524.59"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"7,053.47"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"859,136.19"
Weighted Calculation Converged,Yes
