Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),252
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,640431.88
Extraction Timestamp,20250728_085330
Monthly Income,"12,000.00"
Total Investment Amount,"1,140,000.02"
Total Investment Final Value,"2,449,806.90"
Total Investment Profit After Tax,"681,008.95"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"8,720.57"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"884,000.00"
Weighted Calculation Converged,Yes
