Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),288
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,343812.49
Extraction Timestamp,20250727_162751
Monthly Income,"12,000.00"
Total Investment Amount,"1,685,327.98"
Total Investment Final Value,"4,528,449.96"
Total Investment Profit After Tax,"1,526,401.13"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"6,915.48"
Weighted Cost (should be ~0),0.59
Weighted Investment Profit,"770,672.62"
Weighted Calculation Converged,Yes
