Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,248925.23
Extraction Timestamp,20250727_175751
Monthly Income,"12,000.00"
Total Investment Amount,"1,108,631.87"
Total Investment Final Value,"2,080,649.93"
Total Investment Profit After Tax,"490,313.92"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"6,495.81"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"339,368.43"
Weighted Calculation Converged,Yes
