Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),120
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,108779.44
Extraction Timestamp,20250727_163356
Monthly Income,"12,000.00"
Total Investment Amount,"211,782.15"
Total Investment Final Value,"311,171.82"
Total Investment Profit After Tax,"47,343.83"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"7,526.92"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"228,217.57"
Weighted Calculation Converged,Yes
