Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),132
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,231900.65
Extraction Timestamp,20250727_183515
Monthly Income,"12,000.00"
Total Investment Amount,"282,598.65"
Total Investment Final Value,"397,937.88"
Total Investment Profit After Tax,"54,831.08"
Effective Annual Return After Tax,2.72%
Weighted Monthly Payment (30 years),"7,864.43"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"301,401.81"
Weighted Calculation Converged,Yes
