Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),348
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,523655.10
Extraction Timestamp,20250727_180826
Monthly Income,"12,000.00"
Total Investment Amount,"2,338,622.43"
Total Investment Final Value,"7,534,204.41"
Total Investment Profit After Tax,"2,885,246.02"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"6,627.12"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"837,378.22"
Weighted Calculation Converged,Yes
