Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),132
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,228544.83
Extraction Timestamp,20250727_151818
Monthly Income,"12,000.00"
Total Investment Amount,"203,408.72"
Total Investment Final Value,"298,020.49"
Total Investment Profit After Tax,"45,264.63"
Effective Annual Return After Tax,3.05%
Weighted Monthly Payment (30 years),"8,326.47"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"380,590.93"
Weighted Calculation Converged,Yes
