Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),264
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,496382.02
Extraction Timestamp,20250727_180500
Monthly Income,"12,000.00"
Total Investment Amount,"1,218,990.00"
Total Investment Final Value,"2,983,780.79"
Total Investment Profit After Tax,"932,710.24"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"8,346.99"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"949,010.22"
Weighted Calculation Converged,Yes
