Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),324
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,428525.56
Extraction Timestamp,20250727_184214
Monthly Income,"12,000.00"
Total Investment Amount,"2,226,025.04"
Total Investment Final Value,"6,515,540.20"
Total Investment Profit After Tax,"2,346,194.30"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"6,232.39"
Weighted Cost (should be ~0),0.56
Weighted Investment Profit,"661,975.51"
Weighted Calculation Converged,Yes
