Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),240
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,409326.11
Extraction Timestamp,20250727_185848
Monthly Income,"12,000.00"
Total Investment Amount,"1,068,716.98"
Total Investment Final Value,"2,398,711.53"
Total Investment Profit After Tax,"691,646.95"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"8,120.12"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"811,282.89"
Weighted Calculation Converged,Yes
