Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),180
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,223058.07
Extraction Timestamp,20250727_160431
Monthly Income,"12,000.00"
Total Investment Amount,"652,186.95"
Total Investment Final Value,"1,192,420.33"
Total Investment Profit After Tax,"269,494.75"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,719.07"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"507,813.31"
Weighted Calculation Converged,Yes
