Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),348
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,338273.99
Extraction Timestamp,20250727_155202
Monthly Income,"12,000.00"
Total Investment Amount,"2,584,337.26"
Total Investment Final Value,"8,401,809.06"
Total Investment Profit After Tax,"3,232,365.69"
Effective Annual Return After Tax,3.66%
Weighted Monthly Payment (30 years),"5,470.77"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"591,662.62"
Weighted Calculation Converged,Yes
