Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),240
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,651478.04
Extraction Timestamp,20250727_173547
Monthly Income,"12,000.00"
Total Investment Amount,"857,177.15"
Total Investment Final Value,"1,825,294.75"
Total Investment Profit After Tax,"501,298.37"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"9,509.75"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"1,022,822.78"
Weighted Calculation Converged,Yes
