Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),108
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,243127.06
Extraction Timestamp,20250727_172841
Monthly Income,"12,000.00"
Total Investment Amount,"9,241.42"
Total Investment Final Value,"9,782.45"
Total Investment Profit After Tax,238.00
Effective Annual Return After Tax,0.54%
Weighted Monthly Payment (30 years),"8,881.35"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"349,907.78"
Weighted Calculation Converged,Yes
