Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,785605.53
Extraction Timestamp,20250727_182704
Monthly Income,"12,000.00"
Total Investment Amount,"1,677,881.19"
Total Investment Final Value,"4,132,282.12"
Total Investment Profit After Tax,"1,311,641.84"
Effective Annual Return After Tax,3.21%
Weighted Monthly Payment (30 years),"8,368.94"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"922,117.95"
Weighted Calculation Converged,Yes
