Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),108
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,194501.65
Extraction Timestamp,20250727_195048
Monthly Income,"12,000.00"
Total Investment Amount,"15,223.43"
Total Investment Final Value,"16,709.21"
Total Investment Profit After Tax,660.96
Effective Annual Return After Tax,0.89%
Weighted Monthly Payment (30 years),"8,483.63"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"301,281.40"
Weighted Calculation Converged,Yes
