Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),324
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,955218.93
Extraction Timestamp,20250728_092200
Monthly Income,"12,000.00"
Total Investment Amount,"1,131,058.60"
Total Investment Final Value,"3,705,396.79"
Total Investment Profit After Tax,"1,422,232.47"
Effective Annual Return After Tax,3.96%
Weighted Monthly Payment (30 years),"10,623.73"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"1,756,941.38"
Weighted Calculation Converged,Yes
