Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),216
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,544680.75
Extraction Timestamp,20250728_090609
Monthly Income,"12,000.00"
Total Investment Amount,"819,489.76"
Total Investment Final Value,"1,553,863.64"
Total Investment Profit After Tax,"372,491.01"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,788.83"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"772,510.61"
Weighted Calculation Converged,Yes
