Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,186482.85
Extraction Timestamp,20250727_192821
Monthly Income,"12,000.00"
Total Investment Amount,"601,790.54"
Total Investment Final Value,"1,145,157.55"
Total Investment Profit After Tax,"271,978.95"
Effective Annual Return After Tax,3.81%
Weighted Monthly Payment (30 years),"7,905.71"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"558,209.36"
Weighted Calculation Converged,Yes
